id,Videocard Name,Passmark G3D Mark(higher is better),Rank(lower is better),Videocard Value(higher is better),Price(USD)
547,GeForce GTX 745,2133,819,7.49,$284.95*
548,GeForce GTX 750,3333,608,24.64,$135.29*
549,GeForce GTX 750 Ti,3899,548,44.26,$88.11*
550,GeForce GTX 760,4807,480,32.27,$149.00*
551,GeForce GTX 760 Ti,5317,432,17.87,$297.50*
552,GeForce GTX 760 Ti OEM,5427,425,NA,NA
553,GeForce GTX 760A,1226,1133,NA,NA
554,GeForce GTX 760M,1711,962,NA,NA
555,GeForce GTX 765M,2009,854,10.78,$186.30*
556,GeForce GTX 770,5941,389,23.86,$249.00*
557,GeForce GTX 770M,2801,679,20.30,$138.00*
558,GeForce GTX 775M,3688,570,NA,NA
559,GeForce GTX 780,7989,308,28.54,$279.99*
560,GeForce GTX 780 Ti,9460,264,27.83,$339.99*
561,GeForce GTX 780M,3816,559,7.65,$499.00*
562,GeForce GTX 850A,1049,1212,NA,NA
563,GeForce GTX 850M,2522,729,NA,NA
564,GeForce GTX 850M - MODDED,1091,1188,NA,NA
565,GeForce GTX 860M,3082,645,27.04,$114.00*
566,GeForce GTX 870M,3503,593,NA,NA
567,GeForce GTX 880M,3817,558,NA,NA
568,GeForce GTX 950,5344,430,37.64,$141.99*
569,GeForce GTX 950A,2593,711,NA,NA
570,GeForce GTX 950M,2574,714,4.54,$567.00*
571,GeForce GTX 960,6115,384,35.56,$172.00*
572,GeForce GTX 960A,3464,597,NA,NA
573,GeForce GTX 960M,3363,605,2.88,"$1,169.00*"
574,GeForce GTX 965M,3829,557,NA,NA
575,GeForce GTX 970,9641,256,40.51,$237.99*
576,GeForce GTX 970M,5689,402,27.09,$209.99*
577,GeForce GTX 970XM FORCE,6706,354,NA,NA
578,GeForce GTX 980,11112,227,44.92,$247.35*
579,GeForce GTX 980 Ti,13744,158,21.32,$644.61*
580,GeForce GTX 980M,7341,336,25.32,$289.99*
581,GeForce GTX Titan,8196,300,11.00,$745.00*
582,GeForce GTX TITAN Black,9184,272,6.56,"$1,399.99"
583,GeForce GTX TITAN X,12779,186,11.65,"$1,096.99*"
584,GeForce GTX TITAN Z,8904,280,5.88,"$1,515.00*"
585,GeForce MX110,1416,1075,NA,NA
586,GeForce MX130,1818,929,NA,NA
587,GeForce MX150,2259,789,38.11,$59.29*
588,GeForce MX230,1829,925,NA,NA
589,GeForce MX250,2388,748,NA,NA
590,GeForce MX330,2384,751,NA,NA
591,GeForce MX350,2811,677,NA,NA
592,GeForce MX450,3740,566,NA,NA
593,GeForce MX550,4540,501,NA,NA
594,GeForce MX570,5795,397,NA,NA
595,GeForce MX570 A,6192,377,NA,NA
596,GeForce PCX 5300,6,2569,NA,NA
597,GeForce PCX 5750,34,2447,NA,NA
598,GeForce PCX 5900,34,2453,NA,NA
599,GeForce RTX 2050,7759,316,NA,NA
600,GeForce RTX 2060,14116,152,35.15,$401.62
601,GeForce RTX 2060 (Mobile),11352,224,NA,NA
602,GeForce RTX 2060 12GB,15927,118,NA,NA
603,GeForce RTX 2060 SUPER,16466,109,41.17,$399.99*
604,GeForce RTX 2060 with Max-Q Design,9741,254,NA,NA
605,GeForce RTX 2070,16099,115,41.34,$389.46*
606,GeForce RTX 2070 (Mobile),12357,195,NA,NA
607,GeForce RTX 2070 SUPER,18184,91,33.68,$539.99*
608,GeForce RTX 2070 Super with Max-Q Design,13609,163,NA,NA
609,GeForce RTX 2070 with Max-Q Design,11533,219,NA,NA
610,GeForce RTX 2080,18752,86,23.42,$800.61*
611,GeForce RTX 2080 (Mobile),15013,141,NA,NA
612,GeForce RTX 2080 SUPER,19496,81,28.47,$684.86*
613,GeForce RTX 2080 Super with Max-Q Design,13594,164,NA,NA
614,GeForce RTX 2080 Ti,21582,60,16.60,"$1,299.99*"
615,GeForce RTX 2080 with Max-Q Design,12858,184,6.12,"$2,099.99*"
616,GeForce RTX 3050 4GB Laptop GPU,9471,263,35.08,$269.99*
617,GeForce RTX 3050 6GB,10734,232,59.64,$179.99
618,GeForce RTX 3050 6GB Laptop GPU,10289,241,NA,NA
619,GeForce RTX 3050 8GB,12572,191,58.48,$214.99
620,GeForce RTX 3050 A Laptop GPU,11939,205,NA,NA
621,GeForce RTX 3050 OEM,11858,207,36.35,$326.20
622,GeForce RTX 3050 Ti Laptop GPU,10119,245,NA,NA
623,GeForce RTX 3060 12GB,16839,105,47.44,$354.99
624,GeForce RTX 3060 8GB,15229,135,NA,NA
625,GeForce RTX 3060 Laptop GPU,13232,172,42.69,$309.99*
626,GeForce RTX 3060 Ti,20374,68,38.44,$529.99*
627,GeForce RTX 3070,22237,56,30.15,$737.61
628,GeForce RTX 3070 Laptop GPU,15346,132,NA,NA
629,GeForce RTX 3070 Ti,23385,45,27.36,$854.77
630,GeForce RTX 3070 Ti Laptop GPU,17784,92,NA,NA
631,GeForce RTX 3080,25129,36,12.13,"$2,071.15"
632,GeForce RTX 3080 12GB,26564,34,NA,NA
633,GeForce RTX 3080 Laptop GPU,16396,111,NA,NA
634,GeForce RTX 3080 Ti,26925,31,26.93,$999.99
635,GeForce RTX 3080 Ti Laptop GPU,19377,82,NA,NA
636,GeForce RTX 3090,26650,33,13.86,"$1,922.57"
637,GeForce RTX 3090 Ti,29494,16,14.82,"$1,990.00*"
638,GeForce RTX 4050 Laptop GPU,14446,148,NA,NA
639,GeForce RTX 4060,19700,78,45.82,$429.99
640,GeForce RTX 4060 Laptop GPU,17518,94,NA,NA
641,GeForce RTX 4060 Ti,22722,49,37.87,$599.99
642,GeForce RTX 4060 Ti 16GB,22755,48,50.57,$449.99*
643,GeForce RTX 4070,26946,29,45.67,$589.99
644,GeForce RTX 4070 Laptop GPU,19575,79,NA,NA
645,GeForce RTX 4070 SUPER,29978,15,35.39,$847.13*
646,GeForce RTX 4070 Ti,31639,11,34.81,$909.03*
647,GeForce RTX 4070 Ti SUPER,31736,10,18.66,"$1,701.19*"
648,GeForce RTX 4080,34434,5,22.99,"$1,498.07*"
649,GeForce RTX 4080 Laptop GPU,24993,39,NA,NA
650,GeForce RTX 4080 SUPER,34244,6,31.13,"$1,099.99*"
651,GeForce RTX 4090,38252,3,17.76,"$2,153.94*"
652,GeForce RTX 4090 D,31935,9,NA,NA
653,GeForce RTX 4090 Laptop GPU,27267,27,NA,NA
654,GeForce RTX 5060,21440,61,64.97,$329.99
655,GeForce RTX 5060 Laptop GPU,19206,83,NA,NA
656,GeForce RTX 5060 Ti 16GB,22683,50,47.26,$479.99
657,GeForce RTX 5060 Ti 8GB,22538,52,53.66,$419.99
658,GeForce RTX 5070,28933,18,47.43,$609.99
659,GeForce RTX 5070 Laptop GPU,21024,64,NA,NA
660,GeForce RTX 5070 Ti,32791,7,39.75,$824.99
661,GeForce RTX 5070 Ti Laptop GPU,23972,41,NA,NA
662,GeForce RTX 5080,36217,4,26.85,"$1,349.00"
663,GeForce RTX 5080 Laptop GPU,28075,23,NA,NA
664,GeForce RTX 5090,39870,2,13.65,"$2,919.99"
665,GeForce RTX 5090 D,40466,1,NA,NA
666,GeForce RTX 5090 Laptop GPU,30631,13,NA,NA
667,GeForce2 Go,4,2621,NA,NA
668,GeForce2 GTS/GeForce2 Pro,3,2626,NA,NA
669,GeForce2 Integrated GPU,4,2616,NA,NA
670,GeForce2 MX,2,2664,NA,NA
671,GeForce2 MX 100/200,3,2650,NA,NA
672,GeForce2 MX with DVI-D and TV-out,4,2600,NA,NA
673,GeForce2 MX with TV Out,2,2672,NA,NA
674,GeForce2 MX/MX 400,3,2628,NA,NA
675,GeForce2 Ti,4,2608,NA,NA
676,GeForce2 Ultra,6,2567,NA,NA
677,GeForce3,4,2597,NA,NA
678,GeForce3 Ti 200,4,2623,NA,NA
679,GeForce3 Ti 500,2,2674,NA,NA
680,GeForce4 420 Go,3,2647,NA,NA
681,GeForce4 420 Go 32M,5,2587,NA,NA
682,GeForce4 4200 Go,3,2627,NA,NA
683,GeForce4 440,4,2594,NA,NA
684,GeForce4 440 Go,3,2634,NA,NA
685,GeForce4 440 Go 64M,5,2573,NA,NA
686,GeForce4 448 Go,5,2584,NA,NA
687,GeForce4 MX 4000,4,2614,NA,NA
688,GeForce4 MX 420,4,2601,NA,NA
689,GeForce4 MX 440,4,2611,NA,NA
690,GeForce4 MX 440 with AGP8X,4,2598,NA,NA
691,GeForce4 MX 440SE,4,2610,NA,NA
692,GeForce4 MX 460,4,2620,NA,NA
693,GeForce4 MX Integrated GPU,6,2565,NA,NA
694,GeForce4 Ti 4200,5,2583,NA,NA
695,GeForce4 Ti 4400,7,2558,NA,NA
696,GeForce4 Ti 4600,5,2585,0.10,$53.99*
697,GeForce4 Ti 4800,5,2575,NA,NA
698,GeForce4 Ti 4800 SE,6,2561,NA,NA
699,GeForce9400M,105,2220,NA,NA
700,GF117,554,1658,NA,NA
701,Glenfly Arise-GT-10C0,1007,1233,NA,NA
702,GRID GTX P40-6,4340,524,NA,NA
703,GRID K1,650,1530,1.65,$395.00*
704,GRID K120Q,293,1925,NA,NA
705,GRID K140Q,727,1454,NA,NA
706,GRID K160Q,628,1561,NA,NA
707,GRID K180Q,533,1689,NA,NA
708,GRID K2,2736,690,2.05,"$1,331.97*"
709,GRID K220Q,912,1297,NA,NA
710,GRID K240Q,2541,723,NA,NA
711,GRID K260Q,2949,661,NA,NA
712,GRID K280Q,2839,672,NA,NA
713,GRID K520,3516,591,23.44,$149.99*
714,GRID M10-0B,870,1323,NA,NA
715,GRID M10-0Q,795,1388,NA,NA
716,GRID M10-1B,1493,1049,NA,NA
717,GRID M10-1Q,2384,750,NA,NA
718,GRID M10-2B,1688,973,NA,NA
719,GRID M10-2Q,2691,696,NA,NA
720,GRID M10-4Q,2976,657,NA,NA
721,GRID M10-8Q,2068,838,NA,NA
722,GRID M6-0B,911,1298,NA,NA
723,GRID M6-1Q,2069,837,NA,NA
724,GRID M6-8Q,3568,586,NA,NA
725,GRID M60-0B,1838,921,NA,NA
726,GRID M60-0Q,827,1360,NA,NA
727,GRID M60-1B,4456,514,NA,NA
728,GRID M60-1Q,3694,567,NA,NA
729,GRID M60-2Q,5203,443,NA,NA
730,GRID M60-4Q,3831,556,NA,NA
731,GRID M60-8A,5523,418,NA,NA
732,GRID M60-8Q,3883,551,NA,NA
733,GRID P100-16Q,5944,388,NA,NA
734,GRID P100-1B,2223,797,NA,NA
735,GRID P100-8Q,3267,618,NA,NA
736,GRID P4-1B,2151,812,NA,NA
737,GRID P4-4Q,6234,374,NA,NA
738,GRID P4-8A,3206,627,NA,NA
739,GRID P4-8Q,5355,428,NA,NA
740,GRID P40-12Q,8053,306,NA,NA
741,GRID P40-24Q,8719,285,NA,NA
742,GRID P40-2B,9842,249,NA,NA
743,GRID P40-2B4,8160,301,NA,NA
744,GRID P40-2Q,4130,533,NA,NA
745,GRID P40-3Q,681,1496,NA,NA
746,GRID P40-4Q,5145,450,NA,NA
747,GRID P40-8Q,7507,333,NA,NA
748,GRID P6-2Q,3925,546,NA,NA
749,GRID P6-4Q,4429,516,NA,NA
750,GRID RTX6000-1B,8473,291,NA,NA
751,GRID RTX6000-6Q,21986,59,NA,NA
752,GRID RTX6000P-6Q,4777,483,NA,NA
753,GRID RTX8000P-1B,1053,1208,NA,NA
754,GRID T4-16Q,4910,473,NA,NA
755,GRID T4-1B,1731,951,NA,NA
756,GRID T4-1Q,3302,614,NA,NA
757,GRID T4-2B,2900,667,NA,NA
758,GRID T4-2Q,3765,563,NA,NA
759,GRID T4-4Q,3608,579,NA,NA
760,GRID T4-8Q,5565,414,NA,NA
761,GRID V100-8Q,16,2523,NA,NA
762,GRID V100D-8Q,4155,532,NA,NA
763,GT 430,223,2001,1.56,$142.88*
764,IncrediblE HD,389,1841,NA,NA
765,IncrediblE HD 4000,517,1711,NA,NA
766,IncrediblE HD 4600,749,1431,NA,NA
767,Intel - Express Chipset G41,56,2362,NA,NA
768,Intel - Express Chipset Q45/Q43,57,2357,NA,NA
769,Intel 2nd Generation SandyBridge HD,169,2072,NA,NA
770,Intel 2nd Generation SandyBridge HD 3000,205,2029,NA,NA
771,Intel 4th Generation Haswell HD,419,1818,NA,NA
772,Intel 82845G Controller,2,2681,NA,NA
773,Intel 82845G/GL Controller,2,2669,NA,NA
774,Intel 82845G/GL/GE/PE/GV Controller,2,2661,NA,NA
775,Intel 82852/82855 GM/GME Controller,1,2693,NA,NA
776,Intel 82865G Controller,4,2605,NA,NA
777,Intel 82915G Express,5,2579,NA,NA
778,Intel 82915G/915GV/910GL,3,2635,NA,NA
779,Intel 82915G/GV/910GL Advanced v3.5,2,2668,NA,NA
780,Intel 82915G/GV/910GL Express,3,2656,NA,NA
781,Intel 82945G Express,10,2540,NA,NA
782,Intel 82945G Express-Chipsatzfamilie,8,2550,NA,NA
783,Intel 865 Embedded Controller,3,2636,NA,NA
784,"Intel 915G,910G Express",4,2625,NA,NA
785,Intel 915G/915GV/910GL Embedded Controller Functio,4,2606,NA,NA
786,Intel 945G Embedded Chipset Function 0,4,2613,NA,NA
787,Intel 946GZ Embedded Chipset,3,2651,NA,NA
788,Intel 946GZ Express,2,2683,NA,NA
789,Intel Arc,5499,420,18.96,$289.99
790,Intel Arc 130T GPU,6418,367,NA,NA
791,Intel Arc 130V GPU,4620,497,NA,NA
792,Intel Arc 140T,5634,404,NA,NA
793,Intel Arc 140T GPU,6858,348,NA,NA
794,Intel Arc 140V GPU,5225,441,NA,NA
795,Intel Arc A310,5432,424,36.99,$146.86
796,Intel Arc A310 LP,4839,477,NA,NA
797,Intel Arc A370M,5115,454,NA,NA
798,Intel Arc A380,6256,371,39.06,$160.17
799,Intel Arc A530M,7769,315,NA,NA
800,Intel Arc A580,11930,206,66.29,$179.99*
801,Intel Arc A730M,9808,250,NA,NA
802,Intel Arc A750,12447,194,62.24,$199.99*
803,Intel Arc A770,13196,173,29.99,$439.99*
804,Intel Arc A770M,11983,204,NA,NA
805,Intel Arc B570,13964,155,NA,NA
806,Intel Arc B580,15789,121,63.41,$249.00*
807,Intel Arc Pro,5741,401,NA,NA
808,Intel Arc Pro 140T GPU,6803,351,NA,NA
809,Intel Arc Pro A60,9194,271,NA,NA
810,Intel B43 Express Chipset,138,2128,NA,NA
811,Intel Coffee Lake UHD,1158,1164,NA,NA
812,Intel Extreme Controller,1,2684,NA,NA
813,Intel G33/G31 Express,39,2425,NA,NA
814,Intel G35 Express,2097,833,NA,NA
815,Intel G41 Express Chipset,141,2118,NA,NA
816,Intel G41 Express-Chipsatz,57,2359,NA,NA
817,Intel G45/G43 Express Chipset,140,2123,NA,NA
818,Intel G45/G43/G41 Express Chipset,67,2328,NA,NA
819,Intel G965 Express,222,2002,NA,NA
820,Intel GMA 3150 Express,2,2675,NA,NA
821,Intel Graphics,3164,634,NA,NA
822,Intel Haswell HD - GT1,123,2168,NA,NA
823,Intel Haswell HD - GT2,139,2126,NA,NA
824,Intel HD 2000,213,2017,NA,NA
825,Intel HD 3000,260,1961,0.28,$945.00*
826,Intel HD 4000,345,1879,0.22,"$1,592.95*"
827,Intel HD 4400,523,1703,NA,NA
828,Intel HD 4600,629,1559,NA,NA
829,Intel HD 4600 manual-gen9_2015-134121,619,1569,NA,NA
830,Intel HD 500,299,1923,NA,NA
831,Intel HD 5000,583,1617,0.93,$625.00*
832,Intel HD 505,360,1871,NA,NA
833,Intel HD 510,622,1567,NA,NA
834,Intel HD 515,637,1544,NA,NA
835,Intel HD 520,863,1328,NA,NA
836,Intel HD 5200,830,1358,NA,NA
837,Intel HD 530,993,1247,NA,NA
838,Intel HD 5300,404,1832,NA,NA
839,Intel HD 5500,594,1601,NA,NA
840,Intel HD 5600,1868,909,NA,NA
841,Intel HD 6000,873,1320,NA,NA
842,Intel HD 610,691,1487,NA,NA
843,Intel HD 615,701,1481,NA,NA
844,Intel HD 630,1114,1177,NA,NA
845,Intel HD Family,463,1777,NA,NA
846,Intel HD Graphics 620,921,1292,NA,NA
847,Intel HD manual-15.28-1861,62,2345,NA,NA
848,Intel HD manual-gen9_2015-133271,165,2079,NA,NA
849,Intel HD Modded,112,2203,NA,NA
850,Intel HD P3000,282,1940,NA,NA
851,Intel HD P4000,516,1712,NA,NA
852,Intel HD P4600,505,1727,NA,NA
853,Intel HD P4600/P4700,631,1555,NA,NA
854,Intel HD P530,1161,1161,NA,NA
855,Intel HD P630,1226,1132,NA,NA
856,Intel Infoshock HD,193,2041,NA,NA
857,Intel Iris 5100,741,1444,NA,NA
858,Intel Iris 540,1260,1120,NA,NA
859,Intel Iris 550,1441,1062,NA,NA
860,Intel Iris 6100,901,1304,NA,NA
861,Intel Iris 650,1432,1066,NA,NA
862,Intel Iris Plus,1806,932,NA,NA
863,Intel Iris Plus 640,1358,1089,NA,NA
864,Intel Iris Plus 645,1749,946,NA,NA
865,Intel Iris Plus 650,1611,1002,NA,NA
866,Intel Iris Plus 655,1718,956,NA,NA
867,Intel Iris Pro 5200,1180,1150,NA,NA
868,Intel Iris Pro 580,1997,859,NA,NA
869,Intel Iris Pro 6100,925,1291,NA,NA
870,Intel Iris Pro Graphics 6200,1525,1036,NA,NA
871,Intel Iris Pro P580,1845,917,NA,NA
872,Intel Iris Pro P6300,1596,1009,NA,NA
873,Intel Iris Xe,2656,701,NA,NA
874,Intel Iris Xe MAX,1971,873,NA,NA
875,Intel Iris Xe MAX 100,1964,878,NA,NA
876,Intel Media Accelerator,32,2463,NA,NA
877,Intel Media Accelerator 3150,2,2660,NA,NA
878,Intel Media Accelerator 500,3,2643,NA,NA
879,Intel Media Accelerator 600,6,2560,NA,NA
880,Intel Media Accelerator HD,106,2217,NA,NA
881,Intel Poison Ivy,738,1445,NA,NA
882,Intel Q33 Express,7,2557,NA,NA
883,Intel Q35 Embedded,8,2546,NA,NA
884,Intel Q35 Express,64,2340,NA,NA
885,Intel Q45/Q43 Express Chipset,201,2030,NA,NA
886,Intel Q45/Q43 Express-Chipsatz,57,2360,NA,NA
887,Intel Q965/Q963 Express,135,2134,NA,NA
888,Intel Skylake HD DT GT2,576,1629,NA,NA
889,Intel UHD 630,614,1578,NA,NA
890,Intel UHD Graphics,1496,1048,NA,NA
891,Intel UHD Graphics 600,317,1911,NA,NA
892,Intel UHD Graphics 605,367,1863,NA,NA
893,Intel UHD Graphics 610,686,1491,NA,NA
894,Intel UHD Graphics 615,721,1460,NA,NA
895,Intel UHD Graphics 617,855,1333,NA,NA
896,Intel UHD Graphics 620,1042,1217,NA,NA
897,Intel UHD Graphics 630,1236,1127,NA,NA
898,Intel UHD Graphics 710,1077,1196,NA,NA
899,Intel UHD Graphics 730,1560,1021,NA,NA
900,Intel UHD Graphics 750,1718,957,NA,NA
901,Intel UHD Graphics 770,1906,894,NA,NA
902,Intel UHD Graphics P630,2045,844,NA,NA
903,Intel UHD Graphics P750,1662,979,NA,NA
904,Intel US15 Embedded Media and Controller,7,2556,NA,NA
905,ION,108,2213,0.47,$229.99*
906,ION LE,97,2244,NA,NA
907,L4,7582,328,NA,NA
908,L4-1Q,258,1965,NA,NA
909,L4-2A,3063,647,NA,NA
910,L4-2Q,4062,538,NA,NA
911,L4-4Q,4926,471,NA,NA
912,L4-6Q,4473,510,NA,NA
913,L40-8Q,11670,215,NA,NA
914,L40S,20022,70,NA,NA
915,L40S-12Q,4500,506,NA,NA
916,M860G with Mobility Radeon 4100,75,2302,NA,NA
917,M880G with Mobility Radeon HD 4200,92,2258,NA,NA
918,M880G with Mobility Radeon HD 4225,71,2313,NA,NA
919,M880G with Mobility Radeon HD 4250,104,2226,NA,NA
920,Master X3100 Driver,10,2537,NA,NA
921,Matrox C420 LP PCIe x16,597,1596,NA,NA
922,Matrox C680 PCIe x16,1903,896,NA,NA
923,Matrox C900 PCIe x16,1812,930,NA,NA
924,Matrox G200e WDDM 1.2,59,2352,NA,NA
925,Matrox G200e WDDM 2.0,100,2238,NA,NA
926,Matrox G200eh,40,2417,NA,NA
927,Matrox G200eh WDDM 1.2,51,2370,NA,NA
928,Matrox G200eh WDDM 2.0,49,2382,NA,NA
929,Matrox G200eR,36,2439,NA,NA
930,Matrox G200eR WDDM 1.2,45,2398,NA,NA
931,Matrox G200eR WDDM 2.0,67,2329,NA,NA
932,Matrox G200eW,39,2422,NA,NA
933,Matrox G200eW WDDM 1.2,50,2381,NA,NA
934,Matrox G200eW3 WDDM 2.0,89,2268,NA,NA
935,Matrox LUMA A310,3690,569,NA,NA
936,Matrox LUMA A310F,3873,553,NA,NA
937,Matrox LUMA A380P,5811,395,NA,NA
938,Matrox M9120 PCIe x16,19,2510,NA,NA
939,Matrox M9120 Plus LP PCIe x16,25,2488,NA,NA
940,Matrox M9125 PCIe x16,25,2490,NA,NA
941,Matrox M9128 LP PCIe x16,31,2468,NA,NA
942,Matrox M9138 LP PCIe x16,42,2410,NA,NA
943,Matrox M9140 LP PCIe x16,23,2501,NA,NA
944,Matrox M9148 LP PCIe x16,40,2419,NA,NA
945,Matrox M9188 ATX PCIe x16,45,2397,NA,NA
946,Matrox Millennium P650 PCIe 128,5,2588,NA,NA
947,Matrox Millennium P690 PCIe x16,366,1865,NA,NA
948,Matrox Millennium P690 Plus LP PCIe x16,6,2562,NA,NA
949,Matrox Parhelia 128MB,3,2645,0.01,$393.99*
950,Matrox Parhelia 256MB,9,2541,NA,NA
951,Matrox Parhelia APVe,5,2581,NA,NA
952,MEDION RADEON 9800 XXL,71,2312,NA,NA
953,MEDION RADEON X740XL,94,2252,NA,NA
954,Meta Virtual Monitor,7142,338,NA,NA
955,Mi Pad 5 Adreno 640 GPU,657,1521,NA,NA
956,Mirage Driver,2038,846,NA,NA
957,MIRRORV3,1080,1194,NA,NA
958,Mobile Intel - famiglia Express Chipset 45,38,2429,NA,NA
959,Mobile Intel 4 Express-Chipsatzfamilie,44,2404,NA,NA
960,Mobile Intel 45 Express,39,2426,NA,NA
961,Mobile Intel 45 Express-Chipsatzfamilie,117,2187,NA,NA
962,Mobile Intel 915GM/GMS/910GML Express,1,2687,NA,NA
963,Mobile Intel 945 Express,1,2688,NA,NA
964,Mobile Intel 945GM Express,5,2576,NA,NA
965,Mobile Intel 945GM/GU Express,5,2589,NA,NA
966,Mobile Intel 965 Express,46,2394,NA,NA
967,Mobile Intel 965 Express - BR-0907-0461 v1839,8,2548,NA,NA
968,Mobile Intel 965 Express-Chipsatzfamilie,24,2498,NA,NA
969,Mobile Intel HD,244,1980,0.51,$479.98*
970,Mobile Intel serie 4 Express,44,2403,NA,NA
971,Mobile Intel965 Express,17,2520,NA,NA
972,MOBILITY FIREGL 7800,4,2602,NA,NA
973,MOBILITY FIREGL T2,40,2416,NA,NA
974,MOBILITY FIREGL T2/T2e,33,2456,NA,NA
975,MOBILITY FireGL V3200,62,2347,NA,NA
976,MOBILITY FireGL V5000,81,2288,NA,NA
977,MOBILITY FireGL V5200,44,2400,NA,NA
978,MOBILITY FireGL V5250,27,2479,NA,NA
979,Mobility FireGL V5725,219,2009,NA,NA
980,MOBILITY IGP 9000/9100,10,2538,NA,NA
981,Mobility Radeon 4100,81,2292,NA,NA
982,MOBILITY RADEON 7000 IGP,6,2568,NA,NA
983,MOBILITY RADEON 7500,3,2639,NA,NA
984,MOBILITY RADEON 9000,3,2649,NA,NA
985,MOBILITY RADEON 9000 IGP,7,2551,NA,NA
986,MOBILITY RADEON 9000/9100 IGP,5,2580,NA,NA
987,MOBILITY RADEON 9100 IGP,2,2659,NA,NA
988,MOBILITY RADEON 9200,3,2658,NA,NA
989,MOBILITY RADEON 9550,30,2473,NA,NA
990,MOBILITY RADEON 9600,36,2443,NA,NA
991,MOBILITY RADEON 9600 PRO TURBO,24,2494,NA,NA
992,MOBILITY RADEON 9600/9700,39,2427,NA,NA
993,MOBILITY RADEON 9700,27,2478,NA,NA
994,MOBILITY RADEON 9800,46,2395,NA,NA
995,Mobility Radeon HD 2300,50,2378,NA,NA
996,Mobility Radeon HD 2400,89,2267,NA,NA
997,Mobility Radeon HD 2400 XT,102,2232,NA,NA
998,Mobility Radeon HD 2600,167,2075,NA,NA
999,Mobility Radeon HD 2600 XT,191,2044,NA,NA
1000,Mobility Radeon HD 3400 Serisi,111,2206,NA,NA
1001,Mobility Radeon HD 3410,62,2344,NA,NA
1002,Mobility Radeon HD 3430,98,2243,NA,NA
1003,Mobility Radeon HD 3450,91,2265,NA,NA
1004,Mobility Radeon HD 3470,93,2255,NA,NA
1005,Mobility Radeon HD 3470 Hybrid X2,93,2254,NA,NA
1006,Mobility Radeon HD 3650,141,2116,1.93,$73.53*
1007,Mobility Radeon HD 3670,232,1990,NA,NA
1008,Mobility Radeon HD 3850,365,1867,NA,NA
1009,Mobility Radeon HD 3870,547,1671,NA,NA
1010,Mobility Radeon HD 3870 X2,477,1754,NA,NA
1011,Mobility Radeon HD 4200,90,2266,NA,NA
1012,Mobility Radeon HD 4225,66,2336,NA,NA
1013,Mobility Radeon HD 4250,98,2241,NA,NA
1014,Mobility Radeon HD 4270,92,2257,NA,NA
1015,Mobility Radeon HD 4300 Serisi,73,2308,NA,NA
1016,Mobility Radeon HD 4330,135,2135,NA,NA
1017,Mobility Radeon HD 4350,148,2099,NA,NA
1018,Mobility Radeon HD 4550,191,2046,NA,NA
1019,Mobility Radeon HD 4570,149,2095,1.98,$75.90*
1020,Mobility Radeon HD 4650,401,1835,NA,NA
1021,Mobility Radeon HD 4670,463,1778,NA,NA
1022,Mobility Radeon HD 4830,511,1714,NA,NA
1023,Mobility Radeon HD 4850,866,1327,NA,NA
1024,Mobility Radeon HD 4870,719,1462,NA,NA
1025,Mobility Radeon HD 5000,773,1408,NA,NA
1026,Mobility Radeon HD 5000 Serisi,478,1749,NA,NA
1027,Mobility Radeon HD 5165,284,1937,NA,NA
1028,Mobility Radeon HD 530v,174,2060,NA,NA
1029,Mobility Radeon HD 540v,188,2047,NA,NA
1030,Mobility Radeon HD 5430,181,2049,NA,NA
1031,Mobility Radeon HD 5450,214,2015,NA,NA
1032,Mobility Radeon HD 545v,199,2034,NA,NA
1033,Mobility Radeon HD 5470,236,1987,NA,NA
1034,Mobility Radeon HD 550v,266,1956,NA,NA
1035,Mobility Radeon HD 5570,525,1700,NA,NA
1036,Mobility Radeon HD 560v,318,1910,NA,NA
1037,Mobility Radeon HD 5650,443,1799,NA,NA
1038,Mobility Radeon HD 565v,353,1875,NA,NA
1039,Mobility Radeon HD 5730,508,1720,NA,NA
1040,Mobility Radeon HD 5850,763,1420,NA,NA
1041,Mobility Radeon HD 5870,1091,1190,NA,NA
1042,Mobility Radeon HD serie 4200,96,2248,NA,NA
1043,Mobility Radeon X1300,39,2423,NA,NA
1044,Mobility Radeon X1350,39,2421,NA,NA
1045,Mobility Radeon X1400,42,2407,NA,NA
1046,Mobility Radeon X1450,33,2459,NA,NA
1047,Mobility Radeon X1600,92,2260,NA,NA
1048,Mobility Radeon X1700,104,2223,NA,NA
1049,MOBILITY RADEON X1800,130,2147,NA,NA
1050,Mobility Radeon X1900,134,2137,NA,NA
1051,Mobility Radeon X2300,48,2389,NA,NA
1052,Mobility Radeon X2300 HD,48,2388,NA,NA
1053,Mobility Radeon X2500,81,2287,NA,NA
1054,MOBILITY RADEON X300,33,2455,NA,NA
1055,MOBILITY RADEON X600,50,2380,NA,NA
1056,MOBILITY RADEON X600 SE,49,2384,NA,NA
1057,MOBILITY RADEON X700,66,2333,NA,NA
1058,MOBILITY RADEON X700 XL,59,2349,NA,NA
1059,MOBILITY RADEON XPRESS 200,27,2482,NA,NA
1060,Mobility Radeon. HD 5470,215,2014,NA,NA
1061,MOBILITY/RADEON 9000,4,2622,NA,NA
1062,MONSTER GeForce GTX 675M,2637,704,NA,NA
1063,Moore Threads S3000 MTvGPU-1132,1997,860,NA,NA
1064,MxGPU,1282,1111,NA,NA
